,DIVISION,TYPEHUQ,KOWNRENT,YEARMADERANGE,SQFTEST,KWH,BTUNG,TOTALBTUSPH,KWHCOL,SQM,NormalizedGasKWh,NormalizedElecKWh,NormalizedHeatKWh,NormalizedCoolKWh,YRCONC,Source
1088,7,2,1,4,1200,5403.09,45874.4,34207.0,2500.21,111.4836,120.59582111090782,48.46533481157767,89.92425519986797,22.426706708430657,1,RECS
1089,9,4,2,9,2000,2106.26,28881.69,5814.77,390.87,185.806,45.55496469430481,11.335801857851738,9.17161156620346,2.1036457380278355,3,RECS
1090,5,4,2,1,820,6660.33,48526.7,37752.85,3170.95,76.18046,186.68525361621604,87.42832479614852,145.23757801344337,41.624190770179126,0,RECS
1091,5,2,1,6,1800,17322.79,0.0,3263.93,2715.12,167.2254,0.0,103.58946667192903,5.720202965757594,16.236289463203555,2,RECS
1092,6,2,1,3,1400,10974.03,0.0,8646.13,3335.72,130.0642,0.0,84.37394763509099,19.482147779558098,25.64671908180729,1,RECS
1093,9,4,2,4,700,3651.03,17189.14,2427.38,973.47,65.0321,77.46387474708645,56.1419668133122,10.93913135174783,14.969069121249353,1,RECS
1094,7,2,1,8,3300,40825.57,8451.33,34135.07,13323.55,306.5799,8.078937120241738,133.16453557457615,32.63096863157043,43.458654660661054,3,RECS
1095,4,2,1,9,1800,7182.19,0.0,16037.03,238.88,167.2254,0.0,42.949157245251016,28.105708936142477,1.4284911263480307,3,RECS
1096,9,2,1,7,2800,3984.21,52104.38,27076.84,390.26,260.1284,58.70286654967317,15.316320709311247,30.505844712226736,1.5002591028123033,3,RECS
1097,3,2,1,7,1800,8275.23,117384.79,90976.29,2029.16,167.2254,205.7228016203878,49.48548486055348,159.4405651688679,12.134281036254063,3,RECS
1098,2,1,2,4,850,10137.97,0.0,42500.71,1347.79,78.96755,0.0,128.3814680840421,157.73220240985063,17.067643608038995,1,RECS
1099,2,2,1,5,1800,4538.69,37790.93,28525.25,1992.55,167.2254,66.23052267197447,27.141152002028395,49.99194824918942,11.915354964018624,2,RECS
1100,5,2,1,4,980,18854.93,0.0,15374.27,2398.38,91.04494,0.0,207.09476001631722,49.48932563599911,26.34281487801519,1,RECS
1101,7,1,1,7,1100,9084.89,0.0,8857.9,1652.75,102.1933,0.0,88.89907655394238,25.402777001036274,16.17278236440158,3,RECS
1102,5,2,1,5,1520,6050.92,0.0,27770.95,0.0,141.21256,0.0,42.8497295141452,57.635525391296646,0.0,2,RECS
1103,7,3,1,4,1520,10397.0,0.0,9123.92,2915.55,141.21256,0.0,73.62659525469972,18.93568361284577,20.646534557549273,1,RECS
1104,5,2,1,4,1700,12913.81,38851.53,19746.61,3045.26,157.9351,72.09452964306224,81.76656107477058,36.642638269200454,19.281717616919863,1,RECS
1105,5,1,1,7,850,11176.88,0.0,14456.83,604.5,78.96755,0.0,141.53763159677612,53.65340098470827,7.655043115811495,3,RECS
1106,1,3,1,1,1260,10734.06,11573.5,17420.89,1402.18,117.05778,28.975922988630064,91.69881745578978,43.61570545067573,11.978528894021398,0,RECS
1107,1,2,1,7,2100,7290.33,0.0,43588.11,797.88,195.09629999999999,0.0,37.367853721469864,65.47746413340491,4.089672638589251,3,RECS
1108,1,4,1,1,1900,11197.51,0.0,33590.93,1520.65,176.5157,0.0,63.43634022356085,55.77139849900037,8.614814432937127,0,RECS
1109,3,2,2,7,1000,8771.81,62617.32,36857.24,621.32,92.903,197.53205590476088,94.41901768511242,116.26953041387253,6.687835699600659,3,RECS
1110,1,1,1,6,680,5420.19,0.0,37958.77,340.1,63.17404,0.0,85.79774223715944,176.09471679617135,5.383540454275206,2,RECS
1111,9,2,1,1,3000,10807.76,58701.76,41970.57,0.0,278.709,61.72668806877425,38.77793684452242,44.13333233038762,0.0,0,RECS
1112,5,2,1,7,1800,11371.35,0.0,15681.88,1934.12,167.2254,0.0,68.00013634292398,27.483290537681476,11.565946321551628,3,RECS
1113,3,5,2,5,780,7775.46,29050.66,9108.7,663.0,72.46433999999999,117.4909752418914,107.30050118444467,36.838751552832754,9.149327793505055,2,RECS
1114,7,2,1,4,3000,14643.64,8679.54,20131.02,2313.31,278.709,9.126800596105616,52.54096566669896,21.168380505904008,8.300090775683598,1,RECS
1115,8,2,1,6,1620,11203.09,38730.0,29856.62,447.32,150.50286,75.41810055968374,74.43772164861186,58.139157488568664,2.9721694325277275,2,RECS
1116,2,2,1,6,2400,9859.05,84825.79,36464.4,2804.48,222.9672,111.49612634095958,44.21749028556666,47.92928364530748,12.577993534475027,2,RECS
1117,6,2,2,3,1300,19118.53,37049.88,8913.0,5476.44,120.7739,89.90556222395733,158.3001790949866,21.628363603394444,45.34456534069033,1,RECS
1118,2,3,1,6,1300,5007.27,58681.06,49554.65,2348.17,120.7739,142.39597243493833,41.459868398718605,120.2497462626445,19.442694158257705,2,RECS
1119,3,3,1,3,1300,4531.75,64076.89,33454.83,1309.02,120.7739,155.4895406142387,37.52259387168917,81.18178251203283,10.838600061768313,1,RECS
1120,5,5,2,7,800,10332.41,0.0,2232.07,1423.48,74.3224,0.0,139.02147939248462,8.801585887565526,19.152772246321433,3,RECS
1121,2,3,1,5,1700,10486.78,65710.0,39823.47,2063.65,157.9351,121.93423380869737,66.39929945908162,73.89810229879235,13.066443114925054,2,RECS
1122,5,2,1,8,3630,20783.63,0.0,33565.5,1386.04,337.23789,0.0,61.62898836782546,29.16954156752671,4.109977084722004,3,RECS
1123,1,2,1,4,1800,3301.77,122271.55,93603.24,253.77,167.2254,214.2870965179333,19.744428776968093,164.04442835861062,1.5175326236325344,1,RECS
1124,9,2,1,3,1000,5601.01,69745.89,37607.96,273.07,92.903,220.01978115012435,60.28879584082322,118.63774523061689,2.939302283026382,1,RECS
1125,7,2,1,2,880,11263.79,15902.55,15060.03,1232.52,81.75464,57.006871182479685,137.77554399358863,53.986636747834744,15.0758415669129,0,RECS
1126,4,2,1,1,1320,24250.86,29102.17,71271.25,2737.52,122.63195999999999,69.5495861280371,197.75317951372548,170.32702167322455,22.323055099176432,0,RECS
1127,2,2,1,2,1300,4255.95,104759.22,84394.96,1472.67,120.7739,254.20963771659277,35.23898789390754,204.7935466368148,12.193611368019084,0,RECS
1128,4,2,1,6,1400,8802.56,59033.9,40727.78,3153.5,130.0642,133.01987869759705,67.67857719495449,91.77107314987522,24.24571865278839,2,RECS
1129,3,2,1,1,600,1804.75,60414.85,46485.63,718.54,55.7418,317.64027183101376,32.376959481035776,244.40527700451008,12.890505868127688,0,RECS
1130,3,2,1,7,1320,3202.21,64742.44,5163.77,262.8,122.63195999999999,154.7241977804155,26.11236092124761,12.340594064304284,2.142997632917227,3,RECS
1131,2,5,2,5,1010,4021.93,0.0,20840.79,1005.16,93.83203,0.0,42.86308204138821,65.09324338490812,10.71233351766982,2,RECS
1132,5,2,1,3,1980,15860.14,0.0,3108.78,7149.98,183.94794,0.0,86.22080790902035,4.952995197336813,38.86958451396629,1,RECS
1133,8,2,1,7,4100,19919.84,122668.52,65738.77,2165.61,380.9023,94.3826955755321,52.29645502271842,50.58023294338207,5.685473676583208,3,RECS
1134,1,2,1,7,3400,25863.05,1140.24,126426.0,2886.41,315.8702,1.057938599589325,81.87872740131864,117.3006958111275,9.137962365553951,3,RECS
1135,5,2,1,2,2600,16818.49,0.0,53013.61,2180.34,241.5478,0.0,69.62799909583114,64.32164439630584,9.026536362575028,0,RECS
1136,1,3,2,1,2140,11685.29,81558.65,51302.05,1242.63,198.81242,120.22626712229548,58.77545276094924,75.6247677863888,6.250263439276078,0,RECS
1137,6,2,1,5,800,19094.21,0.0,24128.56,3047.36,74.3224,0.0,256.91056801179724,95.14468326857046,41.00190521296406,2,RECS
1138,7,1,1,4,620,7442.32,0.0,2284.07,1344.52,57.59986,0.0,129.2072584898644,11.621463645397752,23.342417846154486,1,RECS
1139,3,2,1,1,1400,9124.31,61719.83,40993.14,978.57,130.0642,139.07202979705409,70.15235552903873,92.36900340708667,7.523745965453984,0,RECS
1140,1,5,2,1,500,2117.14,30748.36,15231.53,437.28,46.4515,193.99702084023122,45.577430222920675,96.09850550854117,9.413689547162093,0,RECS
1141,3,2,1,4,2100,6436.98,67069.82,62489.11,684.07,195.09629999999999,100.75136851503594,32.99385995531438,93.87028845144681,3.506319699553503,1,RECS
1142,5,2,1,4,1690,17506.84,0.0,0.0,6156.22,157.00607,0.0,111.50422400866412,0.0,39.210076400230896,1,RECS
1143,9,2,1,7,2100,26834.19,0.0,103934.24,356.35,195.09629999999999,0.0,137.54330553680413,156.1285972672983,1.8265338707089784,3,RECS
1144,3,2,1,4,1840,4776.18,60260.04,46560.49,810.7,170.94152,103.31293522392923,27.94043249410676,79.82571679946452,4.742557571735644,1,RECS
1145,5,2,1,4,1450,11512.7,0.0,3997.25,4486.3,134.70935,0.0,85.46325848948125,8.696338114243742,33.3035531683584,1,RECS
1146,9,2,1,7,2800,17566.45,0.0,11137.2,2758.49,260.1284,0.0,67.52991983958691,12.54761241448454,10.604340010548636,3,RECS
1147,5,2,1,7,3600,10331.0,42448.07,28180.27,4043.71,334.4508,37.19619843328226,30.889446220490427,24.69367664592221,12.09059748100468,3,RECS
1148,2,5,2,2,420,3314.74,40891.65,21266.51,322.85,39.01926,307.1343935571818,84.95138042084857,159.73130582717354,8.274118986367245,0,RECS
1149,3,2,1,1,1300,5259.14,108853.82,97104.84,1655.11,120.7739,264.14562981919113,43.54533554021192,235.63545239194895,13.704202646432714,0,RECS
1150,9,2,1,2,2060,19186.64,79475.05,82698.74,960.85,191.38018,121.7045170432487,100.25405974641679,126.64113091825915,5.020634843169235,0,RECS
1151,8,2,1,4,2600,20314.9,0.0,23320.01,5555.75,241.5478,0.0,84.10302225894834,28.294269915561227,23.000623479079504,1,RECS
1152,2,5,2,4,800,3853.25,35512.98,18397.65,693.39,74.3224,140.03617431057128,51.84506958871081,72.54633439111225,9.32948882167422,1,RECS
1153,4,2,1,9,2400,14003.39,43537.84,33278.56,1779.67,222.9672,57.226705572120025,62.804708495240554,43.741773936973686,7.981756957974088,3,RECS
1154,1,5,2,7,700,4711.27,0.0,2339.25,229.03,65.0321,0.0,72.44530009026312,10.541968301039025,3.5217992345318696,3,RECS
1155,7,2,1,4,1030,6443.86,22975.61,14428.55,2296.06,95.69009,70.36763157302916,67.34093363273041,44.19046504240931,23.994752225648444,1,RECS
1156,6,1,1,7,910,13157.82,0.0,14746.05,1088.21,84.54173,0.0,155.63698542719672,51.11841950182472,12.871868129502436,3,RECS
1157,3,2,1,5,1750,6267.05,85288.94,65302.22,768.33,162.58025,153.74385840063601,38.54742504086443,117.71532469423562,4.725850772157135,2,RECS
1158,9,2,2,1,1800,12246.01,16676.19,0.0,6980.32,167.2254,29.225869272789897,73.23056186440576,0.0,41.741984172260906,0,RECS
1159,7,2,1,5,2700,18291.45,101965.09,48829.57,5896.43,250.8381,119.13266322536329,72.92133850479652,57.050866313650126,23.506915416756865,2,RECS
1160,5,2,1,3,1800,13253.75,0.0,12950.31,2979.08,167.2254,0.0,79.25679950533831,22.696075488592044,17.814757805931393,1,RECS
1161,8,2,1,5,1900,13432.51,81338.66,60460.94,3656.02,176.5157,135.047491100565,76.09810345482016,100.38397800728208,20.712151950223124,2,RECS
1162,5,1,2,8,910,12139.97,0.0,6971.87,1187.19,84.54173,0.0,143.59736901527802,24.168572286964086,14.042650889684893,3,RECS
1163,9,5,2,4,860,14331.16,0.0,0.0,119.33,79.89658,0.0,179.37138235453884,0.0,1.4935557942530207,1,RECS
1164,6,5,2,3,1150,11207.68,1225.71,3960.63,0.0,106.83845,3.362273183577636,104.90305690507492,10.864494896079082,0.0,1,RECS
1165,2,4,2,2,800,3544.51,26453.17,12489.69,1393.27,74.3224,104.31117651031182,47.69100567258323,49.24983501595751,18.746299904201155,0,RECS
1166,3,2,1,4,1000,12401.72,0.0,70616.45,36.84,92.903,0.0,133.49106056854998,222.76604219400878,0.3965426304855602,1,RECS
1167,4,2,1,5,3000,10297.4,102842.57,75044.54,1427.65,278.709,108.14209384149778,36.94677961601527,78.91161886533983,5.122367774273526,2,RECS
1168,2,2,1,4,1250,20008.68,0.0,55295.97,272.38,116.12875,0.0,172.29738544503408,139.5489508314694,2.3455001453128532,1,RECS
1169,4,2,1,4,1840,20107.06,0.0,31049.47,823.17,170.94152,0.0,117.62537270055866,53.232820337446405,4.815506496022733,1,RECS
1170,3,4,1,3,1100,6009.12,54711.11,40491.28,2033.76,102.1933,156.901085675969,58.801506556692075,116.12131050548327,19.901108976811592,1,RECS
1171,4,5,2,5,1000,4773.92,28166.81,11589.78,774.96,92.903,88.85477512577636,51.386069341140754,36.56101971281875,8.341603608064325,2,RECS
1172,6,2,1,8,2600,7480.02,99688.45,87458.06,2235.22,241.5478,120.95243148540372,30.967038408132886,106.11324591761964,9.253737769501523,3,RECS
1173,7,4,2,7,900,5633.09,33542.19,2566.21,3198.3,83.6127,117.56878040644544,67.37122470629461,8.994826514512747,38.25136612021858,3,RECS
1174,5,4,2,6,850,11624.91,0.0,8336.8,1694.43,78.96755,0.0,147.21122790310702,30.940231940841525,21.457294800205908,2,RECS
1175,8,2,1,5,3230,12965.71,0.0,74032.69,0.0,300.07669,0.0,43.207987931351816,72.30429824785793,0.0,2,RECS
1176,6,2,1,1,930,18956.21,0.0,38072.87,2114.8,86.39979,0.0,219.4011119702953,129.1444583808595,24.476911344344707,0,RECS
1177,9,5,2,5,500,6184.89,0.0,8068.07,0.0,46.4515,0.0,133.14726112181523,50.90292763355328,0.0,2,RECS
1178,1,2,1,1,1620,5050.6,115510.44,77900.98,898.47,150.50286,224.9310090269381,33.55816627006291,151.6949120407413,5.969786886441892,0,RECS
1179,8,2,1,7,1560,9383.88,42273.54,39102.66,483.51,144.92867999999999,85.48445098195887,64.74826100672414,79.07238007591046,3.3361926707674425,3,RECS
1180,8,2,1,1,950,5963.95,0.0,0.0,3311.49,88.25785,0.0,67.57415912578881,0.0,37.52062847667374,0,RECS
1181,8,2,1,4,2000,11142.43,75391.33,45289.72,2017.84,185.806,118.91441866479016,59.96808499187324,71.43527943188056,10.859929173438962,1,RECS
1182,5,2,1,6,1680,20577.13,49422.29,26179.45,3936.94,156.07704,92.80186216108405,131.8395710221055,49.15801575266933,25.22433792952506,2,RECS
1183,8,2,1,6,1680,15786.87,0.0,5031.92,0.0,156.07704,0.0,101.14793309765484,9.44860196169789,0.0,2,RECS
1184,9,2,1,2,2000,9609.57,50522.24,50329.24,142.09,185.806,79.68851059190769,51.7182975791955,79.38409252682906,0.7647223448112547,0,RECS
1185,5,3,1,8,2000,10664.72,11690.77,10091.0,588.39,185.806,18.439800946524873,57.39707006232306,15.916490646157822,3.1666899884826107,3,RECS
1186,3,5,2,7,1600,2851.98,15472.33,258.92,381.66,148.6448,30.50554896928786,19.186544029794515,0.5104917448844494,2.5675973865214257,3,RECS
1187,3,2,1,2,700,3369.24,59333.61,41501.96,935.06,65.0321,267.39041821362065,51.8088759243512,187.03103419941846,14.378437725369471,0,RECS
1188,5,3,2,7,1000,5976.65,0.0,4121.05,761.87,92.903,0.0,64.33215289064938,13.0002286745315,8.200703960044347,3,RECS
1189,5,2,1,1,2000,13042.91,81896.83,55643.9,92.51,185.806,129.17551567188357,70.19638763010882,87.76688275351711,0.4978848906924426,0,RECS
1190,5,2,3,2,1250,7163.76,0.0,1639.59,1181.51,116.12875,0.0,61.68808326964684,4.137789142568055,10.174138617698029,0,RECS
1191,3,2,1,8,1860,3672.87,64263.22,55490.57,0.0,172.79958,108.99150419590143,21.255086383890518,94.11294194389825,0.0,3,RECS
1192,7,2,2,1,1000,18053.56,1843.66,24521.83,2123.23,92.903,5.815993884589303,194.3269862114248,77.35635275427059,22.85426735412204,0,RECS
1193,7,2,1,3,1080,12685.07,10557.5,1656.21,5909.96,100.33524,30.83759088531607,126.42686657250235,4.837653459641897,58.90213647767225,1,RECS
1194,7,5,2,6,1700,6744.15,0.0,5525.25,994.3,157.9351,0.0,42.70203393672464,10.252885791378866,6.295623961994515,2,RECS
1195,4,1,1,5,960,12053.92,102548.65,63928.27,3606.29,89.18688,336.9782125369785,135.15351136848827,210.07038274205803,40.43520751034233,2,RECS
1196,5,2,1,4,2000,7532.06,29151.1,29151.1,1576.66,185.806,45.979903921832445,40.53722700020452,45.979903921832445,8.485517152298634,1,RECS
1197,9,3,1,4,1150,1820.76,98605.34,86447.22,0.0,106.83845,270.4865673279611,17.042179103122518,237.13534979794264,0.0,1,RECS
1198,1,5,2,4,740,3370.73,41250.13,17883.27,679.06,68.74822,175.8477070276147,49.03006943307041,76.23568758827503,9.877492100886393,1,RECS
1199,7,2,1,3,2000,18703.36,0.0,27759.57,1182.18,185.806,0.0,100.66068910584157,43.78504967261552,6.362442547603414,1,RECS
1200,7,3,2,7,1450,17469.99,4568.33,5044.91,4298.36,134.70935,9.938768477689187,129.68654365862506,10.975606508456913,31.908401309931342,3,RECS
1201,8,2,1,7,1400,11070.71,13708.33,5543.32,5397.15,130.0642,30.88869943789298,85.11727285448262,12.490649507858427,41.49604579892084,3,RECS
1202,5,2,1,1,900,6862.16,33496.47,33315.78,2479.41,83.6127,117.4085271659688,82.0707858973577,116.77519037634234,29.653509574502436,0,RECS
1203,8,3,1,5,2500,25384.75,101060.22,109846.52,2536.48,232.2575,127.52147825417912,109.29571703820113,138.60835263842935,10.92098209960927,2,RECS
1204,8,2,1,7,2500,17158.86,21011.92,17493.73,7382.45,232.2575,26.513608414453785,73.87860456605277,22.07422772065488,31.78562586784065,3,RECS
1205,8,2,1,1,1200,17624.79,74071.8,65226.09,3840.67,111.4836,194.72188284016664,158.0931186291078,171.46804931299312,34.450538016353974,0,RECS
1206,8,2,1,7,1900,10808.41,56136.87,27011.97,3120.75,176.5157,93.20467600202134,61.23200372544765,44.84827729131177,17.67973047156712,3,RECS
1207,5,2,1,6,3600,16166.28,0.0,11615.68,6562.99,334.4508,0.0,48.33679572600813,10.17853434131418,19.623185233822134,2,RECS
1208,5,2,1,6,1550,8474.69,0.0,7598.63,1270.06,143.99965,0.0,58.85215693232588,15.464885454443815,8.819882548325637,2,RECS
1209,7,2,1,7,2700,22255.51,16090.96,11837.28,5204.29,250.8381,18.80014933201934,88.7245996521262,13.83028928571856,20.747605726562274,3,RECS
1210,8,2,1,7,1440,7590.28,24871.31,17281.4,2517.53,133.78032,54.48529120733156,56.73689523242283,37.858163139391515,18.81838823528005,3,RECS
1211,9,2,1,2,1460,8868.3,0.0,1436.64,0.0,135.63838,0.0,65.38193688246645,3.104117886397641,0.0,0,RECS
1212,2,2,3,1,1100,25522.14,0.0,60038.74,3061.67,102.1933,0.0,249.74376989489528,172.17971795156828,29.95959617704879,0,RECS
1213,2,2,1,1,2500,8885.82,87149.89,65524.4,1819.47,232.2575,109.96891558804346,38.258484656039094,82.6810821282413,7.8338482072699485,0,RECS
1214,9,4,2,1,900,4100.26,23799.18,11674.17,875.11,83.6127,83.41854146295958,49.03872258640135,40.91915075185947,10.46623300048916,0,RECS
1215,8,2,1,4,2400,4318.07,87338.69,69316.81,81.45,222.9672,114.79911492358518,19.366391110441356,91.11092045605812,0.36530036704950325,1,RECS
1216,6,2,1,2,1650,8308.76,105490.18,96257.39,3215.06,153.28995,201.68388431713885,54.20290110343176,184.03195737678826,20.97371680269972,0,RECS
1217,2,2,1,2,1340,8012.32,126631.06,81832.17,1657.96,124.49002,298.11137780570687,64.36114316633574,192.64705631881174,13.318015371834626,0,RECS
1218,1,2,1,7,3200,9099.99,0.0,166241.56,526.74,297.2896,0.0,30.60984978956546,163.88255839006814,1.7718076918936956,3,RECS
1219,6,2,1,8,2300,9306.76,6468.6,7774.88,3443.69,213.6769,8.87208243193345,43.55529306162716,10.66372573020294,16.11634200982886,3,RECS
1220,5,2,1,9,2960,18156.87,0.0,3236.92,8100.45,274.99288,0.0,66.02669130924407,3.449716157451059,29.45694448525358,3,RECS
1221,9,2,2,6,1780,15964.24,19775.04,9734.78,6901.71,165.36734,35.046162971721024,96.53804675094851,17.252389192327822,41.73562929657089,2,RECS
1222,4,2,1,7,4000,18950.91,103220.82,72236.03,5704.81,371.612,81.40487642546528,50.99649634565084,56.96878881233653,15.35152255578399,3,RECS
1223,6,2,2,6,900,4254.18,31735.43,16915.82,1094.72,83.6127,111.23590322439057,50.87959125826579,59.291666017482996,13.092747872033794,2,RECS
1224,3,2,1,4,2000,7024.29,85286.46,76565.8,1861.0,185.806,134.52196440728503,37.804430427435065,120.76690511501243,10.015822955125238,1,RECS
1225,7,2,2,8,1200,14486.74,0.0,9524.25,5269.34,111.4836,0.0,129.9450322738053,25.03759720488036,47.265606779831295,3,RECS
1226,8,2,1,1,1500,21027.25,97531.84,83837.2,2253.74,139.3545,205.11539907674313,150.89035517331698,176.31473717174543,16.172710604967904,0,RECS
1227,5,2,1,3,1850,6769.45,0.0,9946.4,726.15,171.87055,0.0,39.38691067201449,16.960447234270212,4.2249821159006,1,RECS
1228,4,2,1,7,2400,8357.84,73106.7,46613.82,2154.13,222.9672,96.09240137428287,37.48461657140602,61.269813861500715,9.661196803834825,3,RECS
1229,4,3,1,9,1200,12404.82,0.0,24185.52,439.34,111.4836,0.0,111.27035725434055,63.57952678169705,3.940848698822069,3,RECS
1230,1,2,1,6,3730,11693.26,0.0,92801.55,1640.06,346.52819,0.0,33.744036812704906,78.48551386266729,4.732832846874594,2,RECS
1231,9,2,1,2,1650,5304.11,33582.35,1501.87,1891.8,153.28995,64.20520651777889,34.601811795228585,2.8713855198595866,12.341317875046602,0,RECS
1232,5,5,1,7,890,7885.31,0.0,878.89,1457.74,82.68367,0.0,95.36719886768451,3.1152121233854277,17.630325310910848,3,RECS
1233,3,2,2,8,3240,23317.16,0.0,32246.74,985.51,301.00572,0.0,77.46417576383598,31.39669351977764,3.274057383361353,3,RECS
1234,7,2,1,6,1500,10263.5,0.0,58124.29,1382.17,139.3545,0.0,73.65029475187382,122.2389215604089,9.918373644195201,2,RECS
1235,9,3,2,4,1000,2758.8,13740.8,210.29,457.54,92.903,43.346608794118595,29.69548884320205,0.6633790145635771,4.924921692518002,1,RECS
1236,3,2,1,4,2500,15882.93,0.0,104844.04,1951.9,232.2575,0.0,68.3850037135507,132.296040587882,8.404034315361184,1,RECS
1237,5,2,1,5,2500,10507.26,0.0,11808.87,2023.85,232.2575,0.0,45.23970162427479,14.900863652497769,8.713819790534213,2,RECS
1238,3,2,1,5,1280,3505.38,33218.93,34623.64,279.47,118.91584,81.86886653645132,29.47782229852642,85.33080873363886,2.3501494838702737,2,RECS
1239,4,2,1,5,3000,22743.08,0.0,71357.26,2457.75,278.709,0.0,81.60152704074859,75.03433167016495,8.818337405681195,2,RECS
1240,5,2,1,3,2020,12585.28,18671.83,3257.02,6182.43,187.66406,29.159402657759834,67.0628142650223,5.086419362450115,32.94413432172362,1,RECS
1241,6,4,2,6,1200,9504.63,0.0,2904.8,0.0,111.4836,0.0,85.2558582607666,7.636214122974144,0.0,2,RECS
1242,1,2,1,5,1800,6680.95,0.0,60618.05,0.0,167.2254,0.0,39.951765700665085,106.23620892250818,0.0,2,RECS
