,DIVISION,TYPEHUQ,KOWNRENT,YEARMADERANGE,SQFTEST,KWH,BTUNG,TOTALBTUSPH,KWHCOL,SQM,NormalizedGasKWh,NormalizedElecKWh,NormalizedHeatKWh,NormalizedCoolKWh,YRCONC,Source
15365,8,2,1,6,2230,19133.49,0.0,29778.14,333.43,207.17369,0.0,92.35482555724138,42.12460215358428,1.6094225091998893,2,RECS
15366,3,2,1,3,930,3841.33,41863.71,35173.69,613.03,86.39979,142.00311544055836,44.459946025331774,119.31034209678057,7.095271875082104,1,RECS
15367,5,2,1,6,4900,24194.97,0.0,18681.6,7792.75,455.2247,0.0,53.149510560389196,12.027104842070301,17.118469186755465,2,RECS
15368,4,2,1,7,2740,13906.05,88361.58,62943.08,3290.98,254.55422,101.73163348924251,54.629029524633296,72.46704218331168,12.9284048011461,3,RECS
15369,9,2,1,7,2490,7727.6,13517.52,5202.29,2219.7,231.32847,17.12540226423492,33.405313232737846,6.590802820725006,9.595446682373336,3,RECS
15370,8,2,1,7,1300,5914.24,24660.5,14044.86,2339.85,120.7739,59.841384566533,48.96952073254238,34.08137987644682,19.373805101930134,3,RECS
15371,1,2,1,3,2000,27094.94,0.0,175237.01,0.0,185.806,0.0,145.82381623844222,276.4005777946353,0.0,1,RECS
15372,2,5,2,9,1120,13115.49,0.0,23423.94,186.11,104.05136,0.0,126.04823233449326,65.97585576719035,1.7886359197996067,3,RECS
15373,2,2,1,9,3700,1523.63,73055.31,60314.8,134.61,343.7411,62.28639158078566,4.4324929430900175,51.42393141466063,0.3916028662269365,3,RECS
15374,8,2,1,5,2100,5158.03,77318.95,51131.38,0.0,195.09629999999999,116.147471763688,26.43837940545259,76.8088614083404,0.0,2,RECS
15375,5,2,1,1,990,22474.68,17568.11,17012.99,4750.83,91.97397,55.98000788494832,244.35913769950346,54.21114248183482,51.65407125516057,0,RECS
15376,3,2,1,6,2400,8833.61,86493.31,77034.11,1045.52,222.9672,113.68793640952572,39.6184281813648,101.25464037674601,4.689120193463434,2,RECS
15377,5,5,2,4,1250,11400.69,0.0,114.16,0.0,116.12875,0.0,98.1728469478919,0.288102518626955,0.0,1,RECS
15378,4,2,1,4,2590,25067.5,0.0,40710.38,800.4,240.61877,0.0,104.17932067394409,49.58479247890761,3.3264237864735153,1,RECS
15379,3,3,1,6,2800,5337.42,107326.32,90640.31,446.19,260.1284,120.91810017176135,20.518405525886447,102.11897775102604,1.7152683059596723,2,RECS
15380,5,2,1,5,1800,24159.87,0.0,9825.66,5344.95,167.2254,0.0,144.47488240422805,17.219967791136995,31.96254875156525,2,RECS
15381,9,5,2,4,410,4367.37,0.0,0.0,1654.31,38.09023,0.0,114.65853579776231,0.0,43.431347093467274,1,RECS
15382,2,3,1,2,1120,4737.26,0.0,39603.14,987.0,104.05136,0.0,45.52809304943251,111.54618106808023,9.485700138854504,0,RECS
15383,3,3,2,2,1200,6589.68,106078.38,91660.89,2043.84,111.4836,278.8616164617935,59.10896311206312,240.96054211731595,18.33310011517389,0,RECS
15384,5,5,2,3,500,4158.83,20583.09,3130.32,2088.54,46.4515,129.8624752567732,89.53058566461793,19.749760776724113,44.961734281993046,1,RECS
15385,5,3,1,1,3000,10929.08,29756.13,0.0,0.0,278.709,31.28947674897474,39.21322956919224,0.0,0.0,0,RECS
15386,9,2,1,2,1700,9058.14,34286.21,18576.98,2727.61,157.9351,63.6229302473611,57.353558518657344,34.47222375254139,17.270448431032747,0,RECS
15387,2,2,1,3,1370,8397.52,122708.44,85442.99,2437.3,127.27711,282.5510825885346,65.97824227781415,196.7428591228227,19.14955485711453,1,RECS
15388,6,2,1,4,5000,15941.37,0.0,10982.19,2006.09,464.515,0.0,34.31831049589357,6.92886431114173,4.3186764690053066,1,RECS
15389,7,5,2,2,670,3915.87,10583.87,0.0,1574.89,62.24501,49.832514522368946,62.910585121602516,0.0,25.30146593277116,0,RECS
15390,5,5,1,4,980,7079.53,0.0,0.0,1943.72,91.04494,0.0,77.75863216560964,0.0,21.349017309473762,1,RECS
15391,5,2,2,2,1000,9763.16,0.0,19660.31,824.63,92.903,0.0,105.08982487110211,62.020243824311386,8.876247268656556,0,RECS
15392,5,2,1,7,1870,9764.33,0.0,2524.98,2214.41,173.72861,0.0,56.20450195278716,4.259508054430413,12.746374935020777,3,RECS
15393,5,2,1,5,1340,13125.15,0.0,40707.02,384.8,124.49002,0.0,105.43134301046783,95.83135305480712,3.0910108296231296,2,RECS
15394,8,2,1,1,850,13334.06,12282.34,7343.49,6789.41,78.96755,45.58325117266523,168.85492838514045,27.25377649160953,85.97721469135107,0,RECS
15395,1,2,1,5,4000,7331.85,108130.48,88408.55,901.38,371.612,85.27686916482783,19.72985264200295,69.72321172903459,2.4255944372087015,2,RECS
15396,2,2,1,3,1500,12448.58,78298.41,66145.28,3863.14,139.3545,164.66632449694845,89.33030508523227,139.10755199781852,27.721673860549892,1,RECS
15397,5,5,1,4,1250,10653.95,0.0,6893.21,1660.32,116.12875,0.0,91.74257020763594,17.39620850056511,14.297234750223351,1,RECS
15398,5,3,1,6,1400,13514.64,0.0,24753.79,636.42,130.0642,0.0,103.90745493379423,55.777208402388986,4.893122012052509,2,RECS
15399,4,2,1,4,2300,4228.37,65654.93,47239.19,448.87,213.6769,90.04977136054482,19.78861542824704,64.79145219951245,2.100695021314892,1,RECS
15400,9,2,1,1,1470,1418.2,49739.69,38768.54,0.0,136.56741,106.74040525473832,10.384615187474084,83.19653119540014,0.0,0,RECS
15401,2,2,1,1,3000,9789.97,0.0,194765.75,1290.15,278.709,0.0,35.126135144541436,204.80211660997674,4.629021667760998,0,RECS
15402,3,2,1,1,990,3926.69,93151.51,92988.17,689.61,91.97397,296.8231792887705,42.69349251750251,296.30270358091536,7.497882281258492,0,RECS
15403,9,5,2,9,860,7169.29,0.0,0.0,1829.97,79.89658,0.0,89.732126206153,0.0,22.904234449084054,3,RECS
15404,8,2,1,4,3910,14593.15,124898.67,79732.86,2285.96,363.25073,100.76835390136725,40.17376647804672,64.32853971982384,6.293063746905616,1,RECS
15405,1,2,1,6,1180,4277.31,31134.42,17459.5,1116.82,109.62554,83.23421352195848,39.017458887773785,46.67592172864098,10.187589497848768,2,RECS
15406,7,2,1,3,1560,5746.47,50212.0,33770.31,2555.01,144.92867999999999,101.5373979256556,39.650330079595015,68.28944086160173,17.629429868539482,1,RECS
15407,1,2,1,7,3700,12784.17,0.0,71823.16,679.2,343.7411,0.0,37.19127564320938,61.23587003230048,1.9759057034494858,3,RECS
15408,7,2,1,8,2090,9230.16,30620.67,13737.77,3447.56,194.16727,46.21803858894447,47.53715700900569,20.735430804944627,17.755618647777247,3,RECS
15409,6,5,2,5,1150,14336.88,0.0,7138.68,2375.82,106.83845,0.0,134.19213775564884,19.582276664253367,22.237499701652357,2,RECS
15410,5,2,1,7,1800,15095.65,0.0,0.0,3949.59,167.2254,0.0,90.27127457910102,0.0,23.618361803888643,3,RECS
15411,2,2,1,2,2200,7363.94,66942.83,55382.78,2111.33,204.3866,95.98966923922607,36.029465728183744,79.41365391556982,10.330080347733169,0,RECS
15412,1,2,1,5,1900,20199.2,0.0,40940.69,1095.99,176.5157,0.0,114.43288047465467,67.97428760722134,6.209022766813376,2,RECS
15413,7,5,2,4,1120,10477.97,0.0,4871.06,0.0,104.05136,0.0,100.69998124003376,13.719824760195351,0.0,1,RECS
15414,2,2,1,1,1260,5481.76,0.0,4248.45,0.0,117.05778,0.0,46.82952299283312,10.636606041477979,0.0,0,RECS
15415,9,2,1,4,1600,12031.47,15473.16,9025.0,1657.2,148.6448,30.50718541354962,80.94107563803105,17.79386682211554,11.148725014262187,1,RECS
15416,6,2,1,3,1900,18525.82,22685.79,41725.63,3098.79,176.5157,37.66547202934357,104.95281722815591,69.27753230862751,17.55532227444924,1,RECS
15417,2,5,2,6,500,2312.44,16966.87,6470.03,318.64,46.4515,107.0470826080966,49.78181544191253,40.82060131814904,6.85962778381753,2,RECS
15418,5,2,1,8,2530,17760.47,0.0,2613.62,3406.48,235.04459,0.0,75.56213057275643,3.258854956074505,14.492909621957264,3,RECS
15419,7,5,2,9,670,3785.25,0.0,641.62,939.21,62.24501,0.0,60.81210365296752,3.0209685084796356,15.088920380926922,3,RECS
15420,5,5,2,6,1000,6704.82,0.0,4785.02,569.76,92.903,0.0,72.17011291346888,15.094782691839878,6.132848239561693,2,RECS
15421,2,4,2,3,750,2546.71,75463.13,54207.59,858.01,69.67725,317.40711598448564,36.55009346666236,228.00372587738465,12.314062337420033,1,RECS
15422,5,1,1,7,1500,9402.84,0.0,8946.26,1778.42,139.3545,0.0,67.47424733324004,18.814529595097397,12.761841203549222,3,RECS
15423,8,2,2,3,1200,4022.3,61235.2,54599.54,0.0,111.4836,160.9766934257595,36.07974625864253,143.53269707239454,0.0,1,RECS
15424,4,2,1,7,1800,14269.53,35842.18,22017.85,3279.4,167.2254,62.81523940011506,85.33111596683278,38.5873995059961,19.610657232693118,3,RECS
15425,4,2,1,3,1640,10358.79,89476.64,69903.57,4100.36,152.36092,172.11111852986977,67.988497312828,134.46170555723873,26.91215043857703,1,RECS
15426,5,2,1,9,3000,26856.58,0.0,10932.69,6448.62,278.709,0.0,96.36064856176155,11.496056427994791,23.13746595911865,3,RECS
15427,2,2,1,4,2800,29636.39,590.64,62083.67,2655.04,260.1284,0.6654385120578915,113.92985156561144,69.94593151139976,10.206651791961201,1,RECS
15428,8,1,1,6,1300,6736.36,66336.27,54580.77,490.92,120.7739,160.97217184482741,55.776620610910136,132.44617292867085,4.064785520712671,2,RECS
15429,3,2,1,4,1460,7592.18,43450.14,34899.6,1806.13,135.63838,93.88180528210378,55.97368532416857,75.40683301879601,13.315773898213765,1,RECS
15430,7,5,2,5,750,7502.1,17626.86,4088.49,2545.39,69.67725,74.14072006372238,107.66928947396748,17.19668690698901,36.531148976172275,2,RECS
15431,3,2,1,1,1300,6639.93,104293.69,90873.86,719.88,120.7739,253.07997855488648,54.97818651215205,220.51530193245398,5.960559359265536,0,RECS
15432,8,1,1,6,2250,11632.52,0.0,48735.86,1702.34,209.03175,0.0,55.649536493857994,68.32965435183891,8.143930288102167,2,RECS
15433,5,3,1,9,3000,22136.19,44904.06,30482.64,3217.48,278.709,47.217986388168306,79.42402290561122,32.053424135711445,11.544227132959467,3,RECS
15434,3,2,1,4,2100,8240.64,72396.41,59281.45,1090.23,195.09629999999999,108.752899337968,42.238832822559935,89.0517853642022,5.58816338392886,1,RECS
15435,4,2,1,1,500,6514.28,38948.85,38948.85,446.6,46.4515,245.73541044637955,140.23831307923317,245.73541044637955,9.614328923716133,0,RECS
15436,3,2,1,3,1310,5630.33,86801.81,75621.42,1451.99,121.70293,209.02613649901446,46.26289605352969,182.10280706323178,11.930608408523936,1,RECS
15437,4,2,1,7,1990,4626.55,38642.05,32339.1,1359.14,184.87697,61.25621939579603,25.025020693491463,51.26464575928522,7.3515917098814425,3,RECS
15438,5,2,1,6,1950,5800.86,41588.91,27036.88,1388.63,181.16085,67.28000802938385,32.02049449425745,43.73861934562573,7.665177106422276,2,RECS
15439,9,2,1,7,750,3461.97,0.0,38603.66,0.0,69.67725,0.0,49.68580131965598,162.37169578104763,0.0,3,RECS
15440,7,2,1,1,2000,8222.87,48561.15,42601.48,2532.08,185.806,76.59529181861727,44.255137078458176,67.19513010925374,13.627547011398985,0,RECS
15441,8,2,2,5,980,17401.47,0.0,155.88,0.0,91.04494,0.0,191.13055596499927,0.5017731625722418,0.0,2,RECS
15442,5,5,2,6,430,1717.52,14274.28,650.02,343.82,39.94829,104.71981438704886,42.993579950480985,4.768715041870378,8.606626216040787,2,RECS
15443,6,2,1,5,1700,9205.3,0.0,47469.91,1672.77,157.9351,0.0,58.28533365920558,88.0871572792242,10.591502458921417,2,RECS
15444,5,2,1,7,3200,7054.06,52139.49,42262.27,1874.72,297.2896,51.39962001290997,23.72790706435745,41.662559777301325,6.306039632735218,3,RECS
15445,6,2,1,7,1800,15203.88,0.0,7753.51,4811.99,167.2254,0.0,90.91848487131739,13.58841975686708,28.77547310396626,3,RECS
15446,3,2,1,7,3000,9770.37,69174.98,50132.36,605.88,278.709,72.73959780121919,35.05581089954038,52.71570303635692,2.1738802837368008,3,RECS
15447,3,2,3,1,1300,6583.35,149056.14,138808.06,1570.63,120.7739,361.7009304654401,54.50970780938597,336.83285007986,13.004713766798954,0,RECS
15448,9,2,1,3,1500,7985.52,34062.0,23824.96,803.0,139.3545,71.63446032959108,57.303639279678805,50.10534178774277,5.76228252406632,1,RECS
15449,8,3,2,7,1200,10365.32,0.0,1250.28,4327.07,111.4836,0.0,92.97618663193511,3.2867687254448192,38.81351158376658,3,RECS
15450,7,5,2,8,800,3592.83,14233.48,2799.78,398.49,74.3224,56.12601607429254,48.34114614167465,11.040202205257097,5.361640635932101,3,RECS
15451,2,2,1,1,1300,6932.72,121573.56,94866.35,1673.5,120.7739,295.0114619363952,57.402468579717976,230.2035130177133,13.856470644733673,0,RECS
15452,9,2,1,7,2600,25363.97,0.0,51441.6,2488.23,241.5478,0.0,105.00600709259203,62.41431780210791,10.301190903001395,3,RECS
15453,5,2,1,5,3000,17946.43,0.0,13187.0,4358.51,278.709,0.0,64.39128266399722,13.866532035205179,15.638210463243025,2,RECS
15454,9,2,1,3,1020,9217.83,0.0,0.0,2823.38,94.76106,0.0,97.27445007474589,0.0,29.794727918830795,1,RECS
15455,5,2,1,3,1040,14745.99,91264.16,90138.56,1660.55,96.61912,276.82800914932784,152.61979202460134,273.41377066733793,17.186556863693234,1,RECS
15456,1,3,1,2,2040,3224.16,84516.18,74067.1,459.09,189.52212,130.69314225051934,17.01205115265701,114.53501609258066,2.422355765121243,0,RECS
15457,3,4,2,1,960,1564.37,60198.78,36476.09,320.17,89.18688,197.81515681880563,17.540360196477327,119.86162283499546,3.5898777936844524,0,RECS
15458,2,2,1,4,4200,29133.07,239049.32,242398.93,5311.58,390.19259999999997,179.54831347831816,74.66330730003594,182.06418269856994,13.612713311323692,1,RECS
15459,2,2,1,7,1800,20705.46,0.0,66187.8,606.15,167.2254,0.0,123.8176736309197,115.99747845602403,3.624748393485678,3,RECS
15460,8,2,1,1,1960,14509.89,98501.49,63922.91,3507.35,182.08988,158.53670822228014,79.68531804183736,102.88298919528093,19.261641558553393,0,RECS
15461,5,2,1,7,2700,18313.24,0.0,12913.54,6253.3,250.8381,0.0,73.00820728589477,15.087756131704078,24.92962592205889,3,RECS
15462,5,4,2,5,1200,12806.63,31242.83,13162.34,5218.86,111.4836,82.13196766995327,114.87456450993689,34.60150323581227,46.812804753344885,2,RECS
15463,4,2,1,1,900,4704.83,50026.27,40552.87,587.72,83.6127,175.34715390329458,56.26932272250507,142.14192537461415,7.029075726534367,0,RECS
15464,5,2,1,6,2400,7204.69,59160.52,39440.06,3013.37,222.9672,77.76136022213133,32.3127796375431,51.840530016343216,13.514857790742315,2,RECS
15465,8,5,2,4,760,1188.71,37480.44,23811.94,0.0,70.60628,155.57298913411103,16.8357545532777,98.83807881876797,0.0,1,RECS
15466,1,4,2,1,1200,1068.76,80313.79,2304.43,0.0,111.4836,211.13098921357042,9.586701541751433,6.057945783325978,0.0,0,RECS
15467,9,2,1,5,680,3437.8,28401.34,17931.22,878.58,63.17404,131.75679622737442,54.41792229846311,83.18481098596831,13.907294831864482,2,RECS
15468,9,2,1,4,990,9000.05,0.0,15200.31,0.0,91.97397,0.0,97.8543168246407,48.43511758826982,0.0,1,RECS
15469,1,4,2,1,1200,3074.28,0.0,7500.05,253.64,111.4836,0.0,27.576073969624236,19.716327366087928,2.27513284465159,0,RECS
15470,9,3,1,4,1060,5872.88,0.0,7013.31,0.0,98.47718,0.0,59.63696360923414,20.871817968487726,0.0,1,RECS
15471,3,2,1,7,1950,15118.15,0.0,14173.4,854.31,181.16085,0.0,83.45152940052996,22.92886410833246,4.715753983269564,3,RECS
15472,3,2,1,4,1600,33378.24,47487.25,66471.98,6206.06,148.6448,93.62679249290927,224.55033744873683,131.05745811881746,41.75093915158822,1,RECS
15473,1,5,2,1,900,2378.51,2859.64,20925.29,331.85,83.6127,10.023328446994297,28.446755098208765,73.3452653196225,3.9688946774832052,0,RECS
15474,3,2,1,6,1600,6010.98,60162.36,60480.84,792.7,148.6448,118.61728770572533,40.4385488089728,119.24520911353778,5.332847163170189,2,RECS
15475,6,2,1,2,2000,18182.27,463.87,22953.3,2627.33,185.806,0.7316601442902813,97.85620485883125,36.20414079362346,14.140178465711548,0,RECS
15476,8,1,2,7,720,13827.02,11623.08,10715.33,444.28,66.89016,50.925093895424986,206.7123176263893,46.947899039709284,6.641933581860172,3,RECS
15477,2,3,1,7,1700,4751.1,63509.57,37029.86,1540.3,157.9351,117.85102354998985,30.082609882160458,68.71416233668134,9.752740207844868,3,RECS
15478,5,2,1,3,1850,26792.83,0.0,19236.57,2417.19,171.87055,0.0,155.88959248690367,32.80190123595928,14.064015039225742,1,RECS
15479,5,2,1,1,980,6410.59,13669.73,7955.94,1688.34,91.04494,44.00246121124359,70.41127162036682,25.609938254009503,18.54402891582992,0,RECS
15480,3,2,1,1,1960,11642.87,0.0,58987.58,854.65,182.08988,0.0,63.940236546918484,94.93964770683577,4.693561223720945,0,RECS
15481,9,2,1,3,1900,8253.42,0.0,0.0,911.99,176.5157,0.0,46.757427243015776,0.0,5.16662257238308,1,RECS
15482,6,2,1,1,1000,8870.25,14839.79,15638.83,1612.85,92.903,46.81347313961874,95.47861748275082,49.33411781029677,17.360580390299557,0,RECS
15483,8,3,2,6,1740,6080.39,39918.02,32990.73,913.58,161.65122,72.3707129424696,37.61425370003394,59.811650241983955,5.651550294516801,2,RECS
15484,2,2,1,1,2300,10655.02,3838.15,134479.34,3943.04,213.6769,5.264258600953122,49.8651000646303,184.44667932350202,18.453281566701875,0,RECS
15485,8,2,1,6,1800,16558.73,0.0,4568.95,6079.09,167.2254,0.0,99.02042393081433,8.007316744047257,36.352671304718065,2,RECS
15486,9,2,1,7,1080,4387.8,71028.14,42729.74,0.0,100.33524,207.4673665796783,43.731394871831675,124.81006305999767,0.0,3,RECS
15487,9,2,1,6,1860,7612.06,68916.43,37600.26,50.84,172.79958,116.88342677991463,44.05138021747507,63.77067466518149,0.29421367806565274,2,RECS
15488,5,2,1,4,4670,53589.76,63313.53,13788.96,12639.77,433.85701,42.768375577543395,123.51940562168167,9.31446122343396,29.133492622373442,1,RECS
15489,9,2,1,7,1780,4388.85,137211.0,88359.77,538.78,165.36734,243.17114238518923,26.540004815944915,156.59492469111495,3.25807986026745,3,RECS
15490,5,2,1,6,2400,16317.32,0.0,3116.68,5870.67,222.9672,0.0,73.18260264289994,4.096604900989922,26.32974715563545,2,RECS
15491,7,2,1,9,2020,14449.14,20226.95,4596.37,4141.35,187.66406,31.58800072560511,76.99471065477321,7.1780539772506256,22.06789088971005,3,RECS
15492,7,1,1,6,1730,16539.68,0.0,11108.68,4929.27,160.72219,0.0,102.9085031755727,20.256269257406213,30.669504938925982,2,RECS
15493,8,2,1,5,1500,16826.2,67536.35,40071.85,832.41,139.3545,142.0330569220944,120.74385828947038,84.27354087130304,5.97332701850317,2,RECS
15494,8,2,1,3,2140,5192.04,73132.13,59293.09,1144.9,198.81242,107.80466568049421,26.11526986090708,87.40442462996025,5.758694552382593,1,RECS
15495,3,2,1,6,1420,3945.31,41726.06,33741.55,450.35,131.92226,92.69624497230414,29.90632513421162,74.95831105417692,3.4137529178169026,2,RECS
15496,5,4,2,5,600,5116.33,15899.83,1177.22,1650.42,55.7418,83.59577692019276,91.78623582302689,6.189413377752424,29.608301131287476,2,RECS
15497,3,2,1,1,1800,14652.72,117648.53,102075.9,3852.37,167.2254,206.18501935489465,87.62257408264533,178.89319498652716,23.036990792068668,0,RECS
15498,9,2,1,4,1850,5634.03,57417.26,47163.04,1626.43,171.87055,97.90702249722248,32.78065963016933,80.42168536634112,9.463110463078172,1,RECS
15499,5,2,2,1,1480,16024.74,0.0,13943.47,0.0,137.49644,0.0,116.5465811333006,29.72023636662884,0.0,0,RECS
15500,9,2,2,4,2400,7810.46,207494.14,151795.0,0.0,222.9672,272.73300783227313,35.02963664610759,199.5213306934832,0.0,1,RECS
15501,9,2,1,1,900,5147.37,58714.73,48510.92,1337.37,83.6127,205.80108806233986,61.562059352227585,170.03569834869583,15.994818968888696,0,RECS
15502,7,2,1,6,5440,11143.15,0.0,26955.34,2999.6,505.39232,0.0,22.04851470635723,15.631081313503143,5.9351911006483045,2,RECS
15503,3,4,1,1,1290,2706.91,20460.1,691.97,0.0,119.84487,50.03353057248091,22.586782396276117,1.6921570349235644,0.0,0,RECS
15504,2,5,2,4,350,5136.6,18106.47,3319.52,1741.57,32.51605,163.19575315482663,157.97121729115315,29.919225918277284,53.5603186733936,1,RECS
15505,5,2,1,1,1150,4446.76,13388.08,4530.29,1438.12,106.83845,36.72514898596901,41.62134512434428,12.42714229371542,13.460696968179526,0,RECS
15506,2,2,1,6,1200,7900.48,0.0,6923.21,0.0,111.4836,0.0,70.86674631963804,18.199915305121117,0.0,2,RECS
15507,2,2,1,2,2030,8668.89,71638.16,53842.14,3169.44,188.59309,111.32468951730948,45.96610618130283,83.66992561572644,16.805705871832316,0,RECS
15508,8,3,1,7,1600,12935.42,0.0,3640.59,5634.23,148.6448,0.0,87.02235126960377,7.177858572180123,37.903983186764684,3,RECS
15509,4,2,1,6,2710,10145.98,81465.22,59760.44,2016.08,251.76713,94.83006574615202,40.299065251289946,69.56448965851898,8.007717290180016,2,RECS
15510,2,5,2,3,1160,2277.2,30279.11,8223.48,0.0,107.76748,82.34329175007154,21.130678753924652,22.363550739796455,0.0,1,RECS
15511,4,2,1,2,1150,5450.18,107227.78,88911.72,359.98,106.83845,294.13898004304633,51.01328220317686,243.89577621277738,3.3693862088040403,0,RECS
15512,4,5,2,1,760,8879.26,11805.29,16287.65,346.81,70.60628,49.001139071340404,125.75736889126577,67.60642074826772,4.911886024869176,0,RECS
15513,9,2,1,1,1500,5158.77,47115.95,34000.6,1097.91,139.3545,99.08771214743693,37.01904136572554,71.50533239041438,7.878539982562458,0,RECS
15514,7,2,1,7,1940,22792.03,36032.24,9199.14,4436.16,180.23182,58.591233274124406,126.45952307422739,14.958519305525519,24.61363370796566,3,RECS
15515,5,3,1,4,1200,16864.06,0.0,0.0,5269.77,111.4836,0.0,151.2694243817028,0.0,47.26946384939131,1,RECS
15516,3,2,1,4,2100,13729.08,120982.59,104646.95,2246.21,195.09629999999999,181.7383960325747,70.37078611947024,157.19922050520694,11.513339822436409,1,RECS
15517,6,2,1,1,1500,10473.18,85004.43,81717.45,3146.33,139.3545,178.76949294446896,75.15494655716178,171.8567738318461,22.577885895324513,0,RECS
15518,1,2,1,7,3000,14418.81,0.0,62134.39,1034.75,278.709,0.0,51.73428199304651,65.33620303502937,3.7126536997370017,3,RECS
15519,7,5,2,9,1700,11097.44,2289.01,1895.52,2252.42,157.9351,4.247583024356207,70.26582437976106,3.517406465820454,14.261680905637823,3,RECS
15520,5,1,1,5,1090,19238.62,0.0,32704.76,0.0,101.26427,0.0,189.98428567154042,94.65151645254541,0.0,2,RECS
15521,4,2,1,1,880,13513.37,1181.29,50669.26,298.02,81.75464,4.234644560724627,165.2917803809056,181.63728318612868,3.645297685856118,0,RECS
15522,9,5,2,7,990,5248.97,0.0,0.0,256.31,91.97397,0.0,57.07016887495452,0.0,2.786766734109662,3,RECS
15523,3,5,1,2,1500,3978.41,0.0,1879.91,403.2,139.3545,0.0,28.54884485251642,3.9535652139686923,2.893340365757833,0,RECS
15524,9,3,2,2,750,2941.41,25586.99,14153.39,523.14,69.67725,107.62199636595878,42.21478316093129,59.530882184500676,7.508046026500758,0,RECS
15525,8,1,1,5,800,8856.3,0.0,5399.07,2460.53,74.3224,0.0,119.16057608473352,21.28982438632229,33.10616987610734,2,RECS
15526,3,1,2,9,680,7543.54,29857.7,28204.95,562.77,63.17404,138.51300307373094,119.40885844881853,130.84572241145256,8.908247754932248,3,RECS
15527,2,2,2,1,950,2897.7,50442.4,28412.76,443.13,88.25785,167.50016695851986,32.83220699348556,94.3480493345351,5.020856501716278,0,RECS
15528,5,2,1,6,2400,17698.27,0.0,6008.85,1218.38,222.9672,0.0,79.37611451370427,7.898110925508328,5.464391175024847,2,RECS
15529,9,2,1,1,1260,8063.37,61290.9,26209.47,2988.13,117.05778,153.4505895626929,68.88367437004187,65.61918039424634,25.52696625546803,0,RECS
15530,2,2,1,6,2240,19653.18,0.0,28669.11,1653.5,208.10272,0.0,94.43980357392734,40.37469926779429,7.945595329075949,2,RECS
15531,2,2,1,2,2820,13890.15,202693.36,166143.28,3850.23,261.98646,226.74280842055728,53.01857966247568,185.85608284061703,14.696293846636195,0,RECS
15532,1,5,2,4,650,4264.87,24920.2,7403.8,584.91,60.38695,120.94314970701453,70.62568982205592,35.93225141855981,9.686033157826317,1,RECS
15533,2,2,1,6,2000,10490.09,76845.45,52534.15,0.0,185.806,121.20799585024164,56.45721881962907,82.86188753134991,0.0,2,RECS
15534,9,2,1,7,1850,8438.36,0.0,28146.87,2802.0,171.87055,0.0,49.09718389799765,47.9956067969178,16.302967553196286,3,RECS
15535,8,2,1,6,2200,25707.94,0.0,14524.34,10229.22,204.3866,0.0,125.78094650040659,20.826526044955983,50.04838869084372,2,RECS
15536,6,2,1,2,1400,20230.7,0.0,14816.71,3135.72,130.0642,0.0,155.5439544471115,33.38618940807694,24.109016931638376,0,RECS
15537,8,2,2,2,960,8407.85,0.0,2570.53,3121.88,89.18688,0.0,94.27227412821259,8.446845518421545,35.00380324998475,0,RECS
15538,5,2,1,4,1660,4542.42,0.0,1893.63,1103.07,154.21898,0.0,29.454351208910865,3.5985715748476625,7.152621551510715,1,RECS
15539,5,2,1,8,2340,21418.37,0.0,0.0,3904.47,217.39302,0.0,98.52372445076662,0.0,17.960420256363335,3,RECS
15540,9,2,1,2,1900,3918.64,0.0,0.0,0.0,176.5157,0.0,22.19995161903445,0.0,0.0,0,RECS
15541,8,2,1,7,1870,11580.26,88814.88,68191.3,2284.9,173.72861,149.82601712222302,66.65718444417416,115.0351256612253,13.152122727511605,3,RECS
15542,9,5,2,4,600,1731.03,14751.11,0.0,445.87,55.7418,77.55620663146868,31.05443311841383,0.0,7.99884467311784,1,RECS
15543,4,2,1,4,2050,12436.1,83299.85,57898.59,3465.76,190.45115,128.18389565697032,65.29810925268762,89.09580052359883,18.197632306237058,1,RECS
15544,8,2,2,6,1800,17062.79,7702.15,0.0,8298.94,167.2254,13.498408750405142,102.03467894231379,0.0,49.62726954158878,2,RECS
15545,8,2,2,1,780,4224.06,51388.01,37289.37,1720.25,72.46433999999999,207.83098940402965,58.29156796294565,150.81118458085732,23.73926264973917,0,RECS
15546,8,2,1,5,2530,7185.31,128237.79,111668.18,1059.34,235.04459,159.89637265460993,30.569986741664636,139.23615591739423,4.506974612774537,2,RECS
15547,8,1,1,6,1700,16489.86,0.0,11555.03,3073.94,157.9351,0.0,104.4090895564064,21.441998625574687,19.463311195548044,2,RECS
15548,8,2,1,6,1980,15274.94,0.0,3320.74,7204.95,183.94794,0.0,83.03947301611532,5.290695794364428,39.16841906465493,2,RECS
15549,9,2,2,1,840,13094.06,0.0,18540.5,313.86,78.03852,0.0,167.78970180367335,69.6282153416031,4.0218599737668015,0,RECS
15550,5,2,1,5,2700,28909.18,0.0,21517.13,9856.22,250.8381,0.0,115.25035471086728,25.139908196681446,39.293153631764866,2,RECS
15551,4,2,1,1,1120,4121.87,74940.91,65821.07,13.34,104.05136,211.07852347734814,39.6138022607297,185.39158744268218,0.1282059167703334,0,RECS
15552,5,2,1,8,2900,14453.49,0.0,16130.27,2476.07,269.4187,0.0,53.64694432866018,17.546348338738184,9.190416255441809,3,RECS
